id,title,authors,year,venue,database,search_string,doi,url,source,type,openalex_id
GS193,Increasing Test Coverage by Automating BDD Tests in Proofs of Concepts (POCs) using LLM,S Marczak,2024,,Google Scholar,String A,10.1145/3701625.3701637,https://www.researchgate.net/profile/Shexmo-Santos/publication/387310929_Increasing_Test_Coverage_by_Automating_BDD_Tests_in_Proofs_of_Concepts_POCs_using_LLM/links/694559679aa6b4649dc23bf4/Increasing-Test-Coverage-by-Automating-BDD-Tests-in-Proofs-of-Concepts-POCs-using-LLM.pdf,researchgate.net,PDF,https://openalex.org/W4405671536
GS194,""" Agent Code, James Code"": AI-based code generation framework",G Di Benedetto,2024,,Google Scholar,String A,,https://webthesis.biblio.polito.it/31756/,webthesis.biblio.polito.it,ARTICLE,
GS195,INTEGRATION OF ARTIFICIAL INTELLIGENCE TOOLS INTO AUTOMATED SOFTWARE TESTING: INCREASING ACCURACY AND EFFICIENCY,AV Zadorozhnii,2026,ВЧЕНІ ЗАПИСКИ,Google Scholar,String A,,http://tech.vernadskyjournals.in.ua/journals/2026/1_2026/part_2/1-2_2026.pdf#page=107,tech.vernadskyjournals.in.ua,PDF,
GS196,LLM-based methods for the creation of unit tests in game development,"C Paduraru, A Staicu, A Stefanescu",2024,Procedia Computer Science,Google Scholar,String A,10.1016/j.procs.2024.09.473,https://www.sciencedirect.com/science/article/pii/S1877050924025158,Elsevier,ARTICLE,https://openalex.org/W4404801455
GS197,"An Experimental Study Evaluating Cost, Adequacy, and Effectiveness of Pynguin's Test Sets","L Guerino, A Vincenzi",2023,Proceedings of the 8th Brazilian Symposium on …,Google Scholar,String A,10.1145/3624032.3624034,https://dl.acm.org/doi/abs/10.1145/3624032.3624034,dl.acm.org,ARTICLE,https://openalex.org/W4387711860
GS198,"Change And Cover: Last-Mile, Pull Request-Based Regression Test Augmentation","Z Zhou, M Paltenghi, M Kim, M Pradel",2026,arXiv preprint arXiv:2601.10942,Google Scholar,String A,10.48550/arxiv.2601.10942,https://arxiv.org/abs/2601.10942,arxiv.org,ARTICLE,https://openalex.org/W7124779948
GS199,Metamodel-based language-agnostic approach to unit test generation from execution traces,G Darbord,2025,,Google Scholar,String A,10.70675/4033e5bfze619z4833z8942zaf1d712f0bc1,https://hal.science/tel-05457824/,hal.science,ARTICLE,https://openalex.org/W7155374410
GS200,Generating Project-Specific Test Cases with Requirement Validation Intention,"B QI, YUN LIN, X WENG, Y HUANG, C LIU, H SUN…",2025,ArXiv.org,Google Scholar,String A,10.48550/arxiv.2507.20619,http://linyun.info/publications/issta26b.pdf,linyun.info,PDF,https://openalex.org/W4417271011
GS201,Toward Automated Validation of Language Model Synthesized Test Cases using Semantic Entropy,"H Taherkhani, J Shin, MA Tahir…",2026,IEEE Transactions …,Google Scholar,String A,10.48550/arxiv.2411.08254,https://ieeexplore.ieee.org/abstract/document/11395655/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4404407210
GS202,Robustness-Enhanced Assertion Generation Method Based on Code Mutation and Attack Defense,"M Li, S Chen, G Fan, L Zhang, H Wu, X Xue…",2023,International Conference …,Google Scholar,String A,10.1007/978-3-031-54528-3_16,https://link.springer.com/chapter/10.1007/978-3-031-54528-3_16,Springer,ARTICLE,https://openalex.org/W4392084040
GS203,"AN INITIAL INVESTIGATION OF CHATGPT UNIT TEST GENERATION CAPABILITY São Carlos, São Paulo 2023 Vitor Hugo Guilherme",VH Guilherme,,,Google Scholar,String A,,,,CITATION,
GS204,A Multi-Stage Approach for LLM-Based Automated Repair of Test Cases,"X Wang, Z Ji, Y Wang, M Liu",2026,2026 8th International …,Google Scholar,String A,10.1109/icnlp69856.2026.11527996,https://ieeexplore.ieee.org/abstract/document/11527996/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7162402966
GS205,Automatic Test Generation Using Large Language Models,D Rakhmaev,,"Modern American Journal of Engineering, Technology …",Google Scholar,String A,,https://www.neliti.com/publications/670708/automatic-test-generation-using-large-language-models,neliti.com,ARTICLE,
GS206,A Three-Stage Pipeline using ReAct and Reflexion for Reliable LLM-based Java Unit Test Case Generator,"RP Ubaidillah, Y Widyani",2025,2025 IEEE International …,Google Scholar,String A,10.1109/icodse68111.2025.11351825,https://ieeexplore.ieee.org/abstract/document/11351825/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7125916666
GS207,Breaking the Silence: the Threats of Using LLMs in Software Engineering,"J Sallou, T Durieux, A Panichella",2024,Proceedings of the 2024 ACM/IEEE …,Google Scholar,String A,10.1145/3639476.3639764,https://dl.acm.org/doi/abs/10.1145/3639476.3639764,dl.acm.org,ARTICLE,https://openalex.org/W4398766423
GS208,Testing the Effect of Code Documentation on Large Language Model Code Understanding,"W Macke, M Doyle",2024,Findings of the Association for Computational …,Google Scholar,String A,10.18653/v1/2024.findings-naacl.66,https://aclanthology.org/2024.findings-naacl.66/,aclanthology.org,ARTICLE,https://openalex.org/W4401042745
GS209,Tracking the Moving Target: A Framework for Continuous Evaluation of LLM Test Generation in Industry,"M Azanza, B Pérez Lamancha, E Pizarro",2025,Proceedings of the 29th …,Google Scholar,String A,10.1145/3756681.3756946,https://dl.acm.org/doi/abs/10.1145/3756681.3756946,dl.acm.org,ARTICLE,https://openalex.org/W7117114040
GS210,Alchemist: LLM-driven test generation using solidity mutants and the scientific method,"M Barboni, F Lampa, A Morichetta…",2025,… on Blockchain and …,Google Scholar,String A,,https://ieeexplore.ieee.org/abstract/document/11114643/,ieeexplore.ieee.org,ARTICLE,
GS211,AugmenTest: Enhancing Tests with LLM-Driven Oracles,"SM Khandaker, F Kifetew, D Prandi…",2025,2025 IEEE Conference …,Google Scholar,String A,10.1109/icst62969.2025.10988926,https://ieeexplore.ieee.org/abstract/document/10988926/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4410537837
GS212,Enhancing Large Language Models with Retrieval Augmented Generation for Software Testing and Inspection Automation,"Z Fingleton, N Siavash, A Moin",2026,arXiv preprint arXiv:2604.15270,Google Scholar,String A,,https://arxiv.org/abs/2604.15270,arxiv.org,ARTICLE,https://openalex.org/W7154865898
GS213,Yksikkötestien generoiminen GitHub Copilotin avustuksella–Tapaus Great Tables,J Michelsson,2025,,Google Scholar,String A,,https://jyx.jyu.fi/jyx/Record/jyx_123456789_100766,jyx.jyu.fi,ARTICLE,
GS214,SmartSE: An Intelligent Framework for Automated,DZ Alotaibi,,igi-global.com,Google Scholar,String A,,https://www.igi-global.com/pdf.aspx?tid=409971&ptid=333348&ctid=4&oa=true&isxn=9798369325063,,ARTICLE,
GS215,Automating Unit Test Generation with Large Language Models: An Integrated Empirical and Theoretical Investigation,JK Morales,2025,Research Index Library of Eijmr,Google Scholar,String A,,http://eijmr.net/index.php/rileijmr/article/view/52,eijmr.net,ARTICLE,
GS216,Test Oracle Automation in the Era of LLMs,"F Molina, A Gorla, M d'Amorim",2025,ACM Transactions on Software …,Google Scholar,String A,10.1145/3715107,https://dl.acm.org/doi/abs/10.1145/3715107,dl.acm.org,ARTICLE,https://openalex.org/W4406867742
GS217,Research on Multi-Model Fusion Machine Learning Demand Intelligent Forecasting System in Cloud Computing Environment,J Huang,2025,2025 2nd International Conference on Intelligent …,Google Scholar,String A,10.1109/iacis65746.2025.11210946,https://ieeexplore.ieee.org/abstract/document/11210946/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4415934739
GS218,Learning to Solve and Verify: A Self-Play Framework for Code and Test Generation,"Z Lin, S Shen, I Kulikov, J Shang, J Weston…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.48550/arxiv.2502.14948,https://arxiv.org/abs/2502.14948,arxiv.org,ARTICLE,https://openalex.org/W4415185565
GS219,RAG-Driven multiple assertions generation with large language models,"Z Liu, H Wang, T Xu, B Wang",2025,Empirical Software Engineering,Google Scholar,String A,10.1007/s10664-025-10641-1,https://link.springer.com/article/10.1007/s10664-025-10641-1,Springer,ARTICLE,https://openalex.org/W4409833122
GS220,Pool++: Enhancing Unit Test Coverage Through Audio Data and Mock Generation,PP Ferreira,2025,,Google Scholar,String A,,https://search.proquest.com/openview/4ade4dac901e3fb6ba63286205a8a8d2/1?pq-origsite=gscholar&cbl=2026366&diss=y,search.proquest.com,ARTICLE,
GS221,Debugging Large and Long-Running Applications Using Generated Tests,D Leskovar,2025,Digital Repository (National Repository of Grey Literature),Google Scholar,String A,,https://dspace.cuni.cz/handle/20.500.11956/202922,dspace.cuni.cz,ARTICLE,https://openalex.org/W7135472267
GS222,A Multi-Agent Framework for Stateful Inference-Time Search,"A Lalan, R Ghosh, A Kolsur, D Dutta",2025,arXiv preprint arXiv:2510.07147,Google Scholar,String A,10.48550/arxiv.2510.07147,https://arxiv.org/abs/2510.07147,arxiv.org,ARTICLE,https://openalex.org/W4415318142
GS223,An LLM-Powered API Testing Framework Based on Structural Similarity Analysis,"A Sezgin, T Kocatekin…",2026,2026 14th International …,Google Scholar,String A,10.1109/isdfs69419.2026.11459067,https://ieeexplore.ieee.org/abstract/document/11459067/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7151766819
GS224,Prompt Engineering Approaches to Reducing the Costs in LLM-Based,"ATC Generation, S Onishi, K Kitamura…",2026,"… , ICAI 2025, and 9th …",Google Scholar,String A,,https://books.google.com/books?hl=en&lr=&id=9aPdEQAAQBAJ&oi=fnd&pg=PA246&dq=(%22ChatGPT%22+OR+%22GPT-4%22+OR+%22Codex%22)+%22unit+test+generation%22+(%22branch+coverage%22+OR+%22mutation+score%22)+(%22JUnit%22+OR+%22pytest%22)&ots=vTz3Y-Bo_9&sig=m-coKHY90Fa5QM5ieQJde-1zUtM,books.google.com,ARTICLE,
GS225,Test-First Protocol for Deriving Unit Tests from Use Case Specifications,"MRK Pratama, D Utama, R Fahmi",2026,Jurnal Nasional Teknik …,Google Scholar,String A,10.22146/jnteti.v15i1.24073,https://www.researchgate.net/profile/Muhammad-Ridho-Kurniawan-Pratama/publication/401494505_Test-First_Protocol_for_Deriving_Unit_Tests_from_Use_Case_Specifications/links/69a6fd72bff9750ad9c70bce/Test-First-Protocol-for-Deriving-Unit-Tests-from-Use-Case-Specifications.pdf,researchgate.net,PDF,https://openalex.org/W7153874970
GS226,Retrieval-Augmented Fine-Tuning for Improving Retrieve-and-Edit Based Assertion Generation,"H Li, W Sun, M Yan, L Xu, Q Li…",2025,IEEE Transactions on …,Google Scholar,String A,10.1109/tse.2025.3558403,https://ieeexplore.ieee.org/abstract/document/10949862/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4409221414
GS227,Prompt Engineering Approaches to Reducing the Costs in LLM-Based Automated Test Case Generation,"S Onishi, K Kitamura, A Kohiga, T Koita",2025,World Congress in Computer …,Google Scholar,String A,10.1007/978-3-032-22205-3_18,https://link.springer.com/chapter/10.1007/978-3-032-22205-3_18,Springer,ARTICLE,https://openalex.org/W7162499343
GS228,Multi-Agent Large Language Model as AD/ADAS System Engineer,"A Alkhaled, A Malla",2025,,Google Scholar,String A,,https://odr.chalmers.se/bitstreams/945813f6-4a65-4693-baa2-7b7026c6e59d/download,odr.chalmers.se,PDF,
GS229,A Machine Learning Approach to Enhanced Software Quality Through the Automated Creation of Unit Tests,MS Nelson,2026,,Google Scholar,String A,,https://search.proquest.com/openview/d68883d73e7052f479268914c2569c5d/1?pq-origsite=gscholar&cbl=18750&diss=y,search.proquest.com,ARTICLE,
GS230,TCG: an approach to improving test-driven development by exploiting use case specifications,"TB Trinh, NT Truong",2026,… Journal of System Assurance Engineering and …,Google Scholar,String A,10.1007/s13198-025-03025-7,https://link.springer.com/article/10.1007/s13198-025-03025-7,Springer,ARTICLE,https://openalex.org/W4415503547
GS231,Are Coding Agents Generating Over-Mocked Tests? An Empirical Study,"A Hora, R Robbes",2026,arXiv preprint arXiv:2602.00409,Google Scholar,String A,10.48550/arxiv.2602.00409,https://arxiv.org/abs/2602.00409,arxiv.org,ARTICLE,https://openalex.org/W7127446789
GS232,Automating a Complete Software Test Process Using LLMs: An Automotive Case Study,"S Wang, Y Yu, R Feldt, D Parthasarathy",2025,arXiv preprint arXiv:2502.04008,Google Scholar,String A,10.1109/icse55347.2025.00211,https://arxiv.org/abs/2502.04008,arxiv.org,ARTICLE,https://openalex.org/W4411552143
GS233,Reward Engineering for Reinforcement Learning in Software Tasks,"MR Masud, AT Wasi, S Rahman, MR Parvez",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2601.19100,arxiv.org,ARTICLE,https://openalex.org/W7126001463
GS234,Chatperftest: A Famework for Llm-Based Jmh Microbenchmark Generation,"C Zhi, Z Hu, D Li, C Qin, M Li, Z Feng…",2025,Available at SSRN …,Google Scholar,String A,10.2139/ssrn.5081001,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5081001,papers.ssrn.com,ARTICLE,https://openalex.org/W4406051154
GS235,Improving the Comprehensibility of Generated Test Suites Using Test Case Clustering,M Olsthoorn,2025,2025 IEEE Conference on Software Testing …,Google Scholar,String A,10.1109/icst62969.2025.10988953,https://ieeexplore.ieee.org/abstract/document/10988953/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4410538868
GS236,Adapting Coding and QA Practices for Using AI-Assisted Coding Tools in the European Regulated Healthcare Environments,B Goszczynski,2026,,Google Scholar,String A,,https://www.theseus.fi/handle/10024/911768,theseus.fi,ARTICLE,
GS237,Improving Test-Driven Development with Automated Test Case Generation from Use Case Specifications,"TB Trinh, NT Truong",2024,Research Square,Google Scholar,String A,10.21203/rs.3.rs-5380954/v1,https://www.researchsquare.com/article/rs-5380954/latest,researchsquare.com,ARTICLE,https://openalex.org/W4404458305
GS238,Nexus: Execution-Grounded Multi-Agent Test Oracle Synthesis,"D Huang, M Du, JM Zhang, Z Lin, M Luo…",2025,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2510.26423,arxiv.org,ARTICLE,
GS239,PLATFORM-INDEPENDENT PYTHON-BASED TESTING TOOL FOR PLC SOFTWARE,"JLM Lastra, LEG Moctezuma",2026,,Google Scholar,String A,,https://trepo.tuni.fi/bitstream/handle/10024/234054/JouppilaPetteri.pdf?sequence=2,trepo.tuni.fi,PDF,
GS240,MASFuzzer: Fuzz Driver Generation and Adaptive Scheduling via Multidimensional API Sequences,"X Liu, Z Huang, X Gao, H Sun",2026,arXiv preprint arXiv:2604.17977,Google Scholar,String A,10.48550/arxiv.2604.17977,https://arxiv.org/abs/2604.17977,arxiv.org,ARTICLE,https://openalex.org/W7155079126
GS241,Search-Based Software Engineering and AI Foundation Models: Current Landscape and Future Roadmap,"H Sartaj, S Ali, P Arcaini, A Arcuri",2025,arXiv preprint arXiv:2505.19625,Google Scholar,String A,10.48550/arxiv.2505.19625,https://arxiv.org/abs/2505.19625,arxiv.org,ARTICLE,https://openalex.org/W4414812705
GS242,SysLLMatic: Large language models are software system optimizers,"H Peng, A Gupte, R Hasler, NJ Eliopoulos…",2025,arXiv preprint arXiv …,Google Scholar,String A,10.1016/j.jss.2026.112929,https://arxiv.org/abs/2506.01249,arxiv.org,ARTICLE,https://openalex.org/W4414895661
GS243,Rethinking the Value of Agent-Generated Tests for LLM-Based Software Engineering Agents,"Z Chen, Z Sun, Y Shi, C Peng, X Gu, D Lo…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2602.07900,arxiv.org,ARTICLE,https://openalex.org/W7128555618
GS244,Understanding Test Refactoring in Java Projects,S Pokhrel,2025,,Google Scholar,String A,,https://search.proquest.com/openview/a0712e2e6d2a7ddc4451baa0ef960c3f/1?pq-origsite=gscholar&cbl=18750&diss=y,search.proquest.com,ARTICLE,
GS245,Дослідження застосування великих мовних моделей для автоматизації генерації модульних тестів та аналізу результатів при перевірці WordPress плагінів,ОА Вінніченко,2026,,Google Scholar,String A,,https://elartu.tntu.edu.ua/handle/lib/52127,elartu.tntu.edu.ua,ARTICLE,
GS246,Метод та програмне забезпечення автоматизації створення тестових сценаріїв з використанням штучного інтелекту,ОВ Грищенко,2024,,Google Scholar,String A,,,КПІ ім. Ігоря Сікорського,CITATION,
