Id ,Title,Authors,Year,Venue,Database,Search String,DOI,Url
SS166,Mutation Coverage is not Strongly Correlated with Mutation Coverage,"Alblwi, Samia; Ayad, Amani; Mili, Ali",2024,Proceedings of the 5th ACM/IEEE International Conference on Automation of Software Test (AST 2024),Semantic Scholar,String A,10.1145/3644032.3644442,https://dl.acm.org/doi/10.1145/3644032.3644442
SS167,Mutation Testing for Task-Oriented Chatbots,"Gómez-Abajo, Pablo; Pérez-Soler, Sara; Cañizares, Pablo C.; Guerra, Esther; De Lara, Juan",2024,Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering,Semantic Scholar,String A,10.1145/3661167.3661220,https://dl.acm.org/doi/10.1145/3661167.3661220
SS168,Mutation Testing for Temporal Alloy Models,"Jovanovic, Ana; Sullivan, Allison",2023,2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS),Semantic Scholar,String A,10.1109/MODELS58315.2023.00013,https://ieeexplore.ieee.org/document/10344014/
SS169,Mutation Testing in Practice: Insights From Open-Source Software Developers,"Sánchez, Ana B.; Parejo, José A.; Segura, Sergio; Durán, Amador; Papadakis, Mike",2024,IEEE Transactions on Software Engineering,Semantic Scholar,String A,10.1109/TSE.2024.3377378,https://ieeexplore.ieee.org/document/10472898/
SS170,Mutation Testing of Deep Reinforcement Learning Based on Real Faults,"Tambon, Florian; Majdinasab, Vahid; Nikanjam, Amin; Khomh, Foutse; Antoniol, Giuliano",2023,"2023 IEEE Conference on Software Testing, Verification and Validation (ICST)",Semantic Scholar,String A,10.1109/ICST57152.2023.00026,https://ieeexplore.ieee.org/document/10132198/
SS171,Mutation Testing via Iterative Large Language Model-Driven Scientific Debugging,"Straubinger, Philipp; Kreis, Marvin; Lukasczyk, Stephan; Fraser, Gordon",2025,"2025 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",Semantic Scholar,String A,10.1109/ICSTW64639.2025.10962485,https://ieeexplore.ieee.org/document/10962485/
SS172,Mutation-based Consistency Testing for Evaluating the Code Understanding Capability of LLMs,"Li, Ziyu; Shin, Donghwan",2024,Proceedings of the IEEE/ACM 3rd International Conference on AI Engineering - Software Engineering for AI,Semantic Scholar,String A,10.1145/3644815.3644946,https://dl.acm.org/doi/10.1145/3644815.3644946
SS173,Mutation-Guided LLM-based Test Generation at Meta,"Harman, Mark; Ritchey, Jillian; Harper, Inna; Sengupta, Shubho; Mao, Ke; Gulati, Abhishek; Foster, Christopher; Robert, Hervé",2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,Semantic Scholar,String A,10.1145/3696630.3728544,https://dl.acm.org/doi/10.1145/3696630.3728544
SS174,Mutation-Guided Unit Test Generation With a Large Language Model,"Wang, Guancheng; Xu, Qinghua; Briand, Lionel; Liu, Kui",2026,IEEE Transactions on Software Engineering,Semantic Scholar,String A,10.1109/TSE.2026.3682975,https://ieeexplore.ieee.org/document/11478734/
SS175,Mutta: a novel tool for E2E web mutation testing,"Leotta, Maurizio; Paparella, Davide; Ricca, Filippo",2024,Software Quality Journal,Semantic Scholar,String A,10.1007/s11219-023-09616-6,https://link.springer.com/10.1007/s11219-023-09616-6
SS176,Natural Symbolic Execution-Based Testing for Big Data Analytics,"Wu, Yaoxuan; Humayun, Ahmad; Gulzar, Muhammad Ali; Kim, Miryung",2024,Proceedings of the ACM on Software Engineering,Semantic Scholar,String A,10.1145/3660825,https://dl.acm.org/doi/10.1145/3660825
SS177,Nature-inspired metaheuristic methods in software testing,"Khoshniat, Niloofar; Jamarani, Amirhossein; Ahmadzadeh, Ahmad; Haghi Kashani, Mostafa; Mahdipour, Ebrahim",2024,Soft Computing,Semantic Scholar,String A,10.1007/s00500-023-08382-8,https://link.springer.com/10.1007/s00500-023-08382-8
SS178,Navigating the Labyrinth: Path-Sensitive Unit Test Generation with Large Language Models,"Liao, Dianshu; Yin, Xin; Pan, Shidong; Ni, Chao; Xing, Zhenchang; Sun, Xiaoyu",2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),Semantic Scholar,String A,10.1109/ASE63991.2025.00063,https://ieeexplore.ieee.org/document/11334655/
SS179,Neural Embeddings for Web Testing,"Kanaththage, Kasun; Starace, Luigi Libero Lucio; Biagiola, Matteo; Tonella, Paolo; Stocco, Andrea",2023,,Semantic Scholar,String A,10.48550/ARXIV.2306.07400,https://arxiv.org/abs/2306.07400
SS180,Neuron Semantic-Guided Test Generation for Deep Neural Networks Fuzzing,"Huang, Li; Sun, Weifeng; Yan, Meng; Liu, Zhongxin; Lei, Yan; Lo, David",2025,ACM Transactions on Software Engineering and Methodology,Semantic Scholar,String A,10.1145/3688835,https://dl.acm.org/doi/10.1145/3688835
SS181,Next-Generation Sequencing (NGS) and Third-Generation Sequencing (TGS) for the Diagnosis of Thalassemia,"Hassan, Syahzuwan; Bahar, Rosnah; Johan, Muhammad Farid; Mohamed Hashim, Ezzeddin Kamil; Abdullah, Wan Zaidah; Esa, Ezalia; Abdul Hamid, Faidatul Syazlin; Zulkafli, Zefarina",2023,Diagnostics,Semantic Scholar,String A,10.3390/diagnostics13030373,https://www.mdpi.com/2075-4418/13/3/373
SS182,OmniEdit: Building Image Editing Generalist Models Through Specialist Supervision,"Wei, Cong; Xiong, Zheyang; Ren, Weiming; Du, Xinrun; Zhang, Ge; Chen, Wenhu",2024,,Semantic Scholar,String A,10.48550/ARXIV.2411.07199,https://arxiv.org/abs/2411.07199
SS183,On Comparing Mutation Testing Tools through Learning-based Mutant Selection,"Ojdanic, Milos; Khanfir, Ahmed; Garg, Aayush; Degiovanni, Renzo; Papadakis, Mike; Le Traon, Yves",2023,2023 IEEE/ACM International Conference on Automation of Software Test (AST),Semantic Scholar,String A,10.1109/AST58925.2023.00008,https://ieeexplore.ieee.org/document/10173980/
SS184,PALM: Synergizing Program Analysis and LLMs to Enhance Rust Unit Test Coverage,"Chu, Bei; Feng, Yang; Liu, Kui; Shi, Hange; Nan, Zifan; Guo, Zhaoqiang; Xu, Baowen",2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),Semantic Scholar,String A,10.1109/ASE63991.2025.00223,https://ieeexplore.ieee.org/document/11334728/
SS185,PAPILLON: Efficient and Stealthy Fuzz Testing-Powered Jailbreaks for LLMs,"Gong, Xueluan; Li, Mingzhe; Zhang, Yilin; Ran, Fengyuan; Chen, Chen; Chen, Yanjiao; Wang, Qian; Lam, Kwok-Yan",2024,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/PAPILLON%3A-Efficient-and-Stealthy-Fuzz-Jailbreaks-Gong-Li/adfc39a375686dbcb7f83e0bdddcf59f1ba69bda
SS186,Parameter-Efficient Fine-Tuning of Large Language Models for Unit Test Generation: An Empirical Study,"Storhaug, André; Li, Jingyue",2024,,Semantic Scholar,String A,10.48550/ARXIV.2411.02462,https://arxiv.org/abs/2411.02462
SS187,Possible False Results With cobas<sup>®</sup> EGFR Mutation Test v2 and Oncomine Dx Target Test for <i>EGFR</i> Mutation,"Kanaoka, Kensuke; Tamiya, Akihiro; Inagaki, Yuji; Taniguchi, Yoshihiko; Nakao, Keiko; Takeda, Maiko; Matsuda, Yoshinobu; Okishio, Kyoichi; Shimizu, Shigeki",2023,Anticancer Research,Semantic Scholar,String A,10.21873/anticanres.16445,http://ar.iiarjournals.org/lookup/doi/10.21873/anticanres.16445
SS188,PR-Aware Automated Unit Test Generation: Challenges and Opportunities,"Haratian, Vahid; Akar, Atakan; cCakar, Berk; Tuzun, Eray",2026,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/PR-Aware-Automated-Unit-Test-Generation%3A-Challenges-Haratian-Akar/0ca31fabb2dedf1394219bbaeb307fa5d5b35ad7
SS189,Predicting higher order mutation score based on machine learning,"Do, Van-Nho; Nguyen, Quang-Vu; Nguyen, Thanh-Binh",2024,Journal of Information and Telecommunication,Semantic Scholar,String A,10.1080/24751839.2023.2252186,https://www.tandfonline.com/doi/full/10.1080/24751839.2023.2252186
SS190,PRIMG : Efficient LLM-driven Test Generation Using Mutant Prioritization,"Bouafif, Mohamed Salah; Hamdaqa, Mohammad; Zulkoski, Edward",2025,Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering,Semantic Scholar,String A,10.1145/3756681.3756991,https://dl.acm.org/doi/10.1145/3756681.3756991
SS191,Program Structure-aware Language Models: Targeted Software Testing beyond Textual Semantics,"Tran, Khang; Nguyen, Khoa; Borcea, Cristian; Phan, Nhathai",2026,,Semantic Scholar,String A,,https://www.semanticscholar.org/paper/Program-Structure-aware-Language-Models%3A-Targeted-Tran-Nguyen/0e01cb830da12b21c9b4f70ed6336b5fccdf5b46
SS192,Property-Based Mutation Testing,"Bartocci, Ezio; Mariani, Leonardo; Ničković, Dejan; Yadav, Drishti",2023,"2023 IEEE Conference on Software Testing, Verification and Validation (ICST)",Semantic Scholar,String A,10.1109/ICST57152.2023.00029,https://ieeexplore.ieee.org/document/10132190/
SS193,Protein language models-assisted optimization of a uracil-N-glycosylase variant enables programmable T-to-G and T-to-C base editing,"He, Yan; Zhou, Xibin; Chang, Chong; Chen, Ge; Liu, Weikuan; Li, Geng; Fan, Xiaoqi; Sun, Mingsun; Miao, Chensi; Huang, Qianyue; Ma, Yunqing; Yuan, Fajie; Chang, Xing",2024,Molecular Cell,Semantic Scholar,String A,10.1016/j.molcel.2024.01.021,https://linkinghub.elsevier.com/retrieve/pii/S1097276524000881
SS194,PyRTFuzz: Detecting Bugs in Python Runtimes via Two-Level Collaborative Fuzzing,"Li, Wen; Yang, Haoran; Luo, Xiapu; Cheng, Long; Cai, Haipeng",2023,Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,Semantic Scholar,String A,10.1145/3576915.3623166,https://dl.acm.org/doi/10.1145/3576915.3623166
SS195,QuraTest: Integrating Quantum Specific Features in Quantum Program Testing,"Ye, Jiaming; Xia, Shangzhou; Zhang, Fuyuan; Arcaini, Paolo; Ma, Lei; Zhao, Jianjun; Ishikawa, Fuyuki",2023,2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),Semantic Scholar,String A,10.1109/ASE56229.2023.00196,https://ieeexplore.ieee.org/document/10298553/
SS196,Randomised Testing of the Compiler for a Verification-Aware Programming Language,"Donaldson, Alastair F.; Sheth, Dilan; Tristan, Jean-Baptiste; Usher, Alex",2024,"2024 IEEE Conference on Software Testing, Verification and Validation (ICST)",Semantic Scholar,String A,10.1109/ICST60714.2024.00044,https://ieeexplore.ieee.org/document/10638596/
SS197,Real-world EGFR testing practices for non-small-cell lung cancer by thoracic pathology laboratories across Europe,"Hofman, P.; Calabrese, F.; Kern, I.; Adam, J.; Alarcão, A.; Alborelli, I.; Anton, N.T.; Arndt, A.; Avdalyan, A.; Barberis, M.; Bégueret, H.; Bisig, B.; Blons, H.; Boström, P.; Brcic, L.; Bubanovic, G.; Buisson, A.; Caliò, A.; Cannone, M.; Carvalho, L.; Caumont, C.; Cayre, A.; Chalabreysse, L.; Chenard, M.P.; Conde, E.; Copin, M.C.; Côté, J.F.; D’Haene, N.; Dai, H.Y.; De Leval, L.; Delongova, P.; Denčić-Fekete, M.; Fabre, A.; Ferenc, F.; Forest, F.; De Fraipont, F.; Garcia-Martos, M.; Gauchotte, G.; Geraghty, R.; Guerin, E.; Guerrero, D.; Hernandez, S.; Hurník, P.; Jean-Jacques, B.; Kashofer, K.; Kazdal, D.; Lantuejoul, S.; Leonce, C.; Lupo, A.; Malapelle, U.; Matej, R.; Merlin, J.L.; Mertz, K.D.; Morel, A.; Mutka, A.; Normanno, N.; Ovidiu, P.; Panizo, A.; Papotti, M.G.; Parobkova, E.; Pasello, G.; Pauwels, P.; Pelosi, G.; Penault-Llorca, F.; Picot, T.; Piton, N.; Pittaro, A.; Planchard, G.; Poté, N.; Radonic, T.; Rapa, I.; Rappa, A.; Roma, C.; Rot, M.; Sabourin, J.C.; Salmon, I.; Prince, S. Savic; Scarpa, A.; Schuuring, E.; Serre, I.; Siozopoulou, V.; Sizaret, D.; Smojver-Ježek, S.; Solassol, J.; Steinestel, K.; Stojšić, J.; Syrykh, C.; Timofeev, S.; Troncone, G.; Uguen, A.; Valmary-Degano, S.; Vigier, A.; Volante, M.; Wahl, S.G.F.; Stenzinger, A.; Ilié, M.",2023,ESMO Open,Semantic Scholar,String A,10.1016/j.esmoop.2023.101628,https://linkinghub.elsevier.com/retrieve/pii/S2059702923008633
SS198,RedAgent: Red Teaming Large Language Models with Context-aware Autonomous Language Agent,"Xu, Huiyu; Zhang, Wenhui; Wang, Zhibo; Xiao, Feng; Zheng, Rui; Feng, Yunhe; Ba, Zhongjie; Ren, Kui",2024,,Semantic Scholar,String A,10.48550/ARXIV.2407.16667,https://arxiv.org/abs/2407.16667
SS199,RepoMasterEval: Evaluating Code Completion via Real-World Repositories,"Wu, Qinyun; Peng, Chao; Gao, Pengfei; Hu, Ruida; Gan, Haoyu; Jiang, Bo; Tang, Jinhe; Deng, Zhiwen; Guan, Zhanming; Gao, Cuiyun; Liu, Xia; Yang, Ping",2025,2025 40th IEEE/ACM International Conference on Automated Software Engineering (ASE),Semantic Scholar,String A,10.1109/ASE63991.2025.00304,https://ieeexplore.ieee.org/document/11334249/
SS200,ReSuMo: a regression strategy and tool for mutation testing of solidity smart contracts,"Barboni, Morena; Morichetta, Andrea; Polini, Andrea; Casoni, Francesco",2024,Software Quality Journal,Semantic Scholar,String A,10.1007/s11219-023-09637-1,https://link.springer.com/10.1007/s11219-023-09637-1
SS201,Ripples of a Mutation — An Empirical Study of Propagation Effects in Mutation Testing,"Du, Hang; Palepu, Vijay Krishna; Jones, James A.",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,Semantic Scholar,String A,10.1145/3597503.3639179,https://dl.acm.org/doi/10.1145/3597503.3639179
SS202,RustSmith: Random Differential Compiler Testing for Rust,"Sharma, Mayank; Yu, Pingshi; Donaldson, Alastair F.",2023,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3597926.3604919,https://dl.acm.org/doi/10.1145/3597926.3604919
SS203,Rust-twins: Automatic Rust Compiler Testing through Program Mutation and Dual Macros Generation,"Yang, Wenzhang; Gao, Cuifeng; Liu, Xiaoyuan; Li, Yuekang; Xue, Yinxing",2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,Semantic Scholar,String A,10.1145/3691620.3695059,https://dl.acm.org/doi/10.1145/3691620.3695059
SS204,"S <span style=""font-variant:small-caps;"">nowplow</span> : Effective Kernel Fuzzing with a Learned White-box Test Mutator","Gong, Sishuai; Rui, Wang; Altinbüken, Deniz; Fonseca, Pedro; Maniatis, Petros",2025,"Proceedings of the 30th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2",Semantic Scholar,String A,10.1145/3676641.3716019,https://dl.acm.org/doi/10.1145/3676641.3716019
SS205,SABER: Model-agnostic Backdoor Attack on Chain-of-Thought in Neural Code Generation,"Jin, Naizhu; Li, Zhong; Guo, Yinggang; Su, Chao; Zhang, Tian; Zeng, Qingkai",2024,,Semantic Scholar,String A,10.48550/ARXIV.2412.05829,https://arxiv.org/abs/2412.05829
SS206,SBDT: Search-Based Differential Testing of Certificate Parsers in SSL/TLS Implementations,"Chen, Chu; Ren, Pinghong; Duan, Zhenhua; Tian, Cong; Lu, Xu; Yu, Bin",2023,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3597926.3598110,https://dl.acm.org/doi/10.1145/3597926.3598110
SS207,SBFT Tool Competition 2023 - Java Test Case Generation Track,"Jahangirova, Gunel; Terragni, Valerio",2023,2023 IEEE/ACM International Workshop on Search-Based and Fuzz Testing (SBFT),Semantic Scholar,String A,10.1109/SBFT59156.2023.00025,https://ieeexplore.ieee.org/document/10190367/
SS208,SBFT Tool Competition 2024 - Python Test Case Generation Track,"Erni, Nicolas; Al-Ameen, Mohammed; Birchler, Christian; Derakhshanfar, Pouria; Lukasczyk, Stephan; Panichella, Sebastiano",2024,Proceedings of the 17th ACM/IEEE International Workshop on Search-Based and Fuzz Testing,Semantic Scholar,String A,10.1145/3643659.3643930,https://dl.acm.org/doi/10.1145/3643659.3643930
SS209,Scaling Image and Video Generation via Test-Time Evolutionary Search,"He, Haoran; Liang, Jiajun; Wang, Xintao; Wan, Pengfei; Zhang, Di; Gai, Kun; Pan, Ling",2025,,Semantic Scholar,String A,10.48550/ARXIV.2505.17618,https://arxiv.org/abs/2505.17618
SS210,SearchGEM5: Towards Reliable Gem5 with Search Based Software Testing and Large Language Models,"Dakhama, Aidan; Even-Mendoza, Karine; Langdon, W.B.; Menendez, Hector; Petke, Justyna",2024,,Semantic Scholar,String A,10.1007/978-3-031-48796-5_14,https://link.springer.com/10.1007/978-3-031-48796-5_14
SS211,Security Testing of RESTful APIs With Test Case Mutation,"Salva, Sebastien; Sue, Jarod",2024,,Semantic Scholar,String A,10.48550/ARXIV.2403.03701,https://arxiv.org/abs/2403.03701
SS212,Sedar: Obtaining High-Quality Seeds for DBMS Fuzzing via Cross-DBMS SQL Transfer,"Fu, Jingzhou; Liang, Jie; Wu, Zhiyong; Jiang, Yu",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,Semantic Scholar,String A,10.1145/3597503.3639210,https://dl.acm.org/doi/10.1145/3597503.3639210
SS213,Seed&amp;Steer: Guiding Large Language Models with Compilable Prefix and Branch Signals for Unit Test Generation,"Zhou, Shuaiyu; Zeng, Zhengran; Zhou, Xiaoling; Xie, Rui; Zhang, Shikun; Ye, Wei",2025,,Semantic Scholar,String A,10.48550/ARXIV.2507.17271,https://arxiv.org/abs/2507.17271
SS214,Segment-Based Test Case Prioritization: A Multi-objective Approach,"Huynh, Hieu; Pham, Nhu; Nguyen, Tien N.; Nguyen, Vu",2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3650212.3680349,https://dl.acm.org/doi/10.1145/3650212.3680349
SS215,SIMTAM: Generation Diversity Test Programs for FPGA Simulation Tools Testing Via Timing Area Mutation,"Xu, Zhihao; Guo, Shikai; Li, Xiaochen; Wang, Zun; Jiang, He",2025,ACM Transactions on Design Automation of Electronic Systems,Semantic Scholar,String A,10.1145/3705730,https://dl.acm.org/doi/10.1145/3705730
SS216,Single duplex DNA sequencing with CODEC detects mutations with high sensitivity,"Bae, Jin H.; Liu, Ruolin; Roberts, Eugenia; Nguyen, Erica; Tabrizi, Shervin; Rhoades, Justin; Blewett, Timothy; Xiong, Kan; Gydush, Gregory; Shea, Douglas; An, Zhenyi; Patel, Sahil; Cheng, Ju; Sridhar, Sainetra; Liu, Mei Hong; Lassen, Emilie; Skytte, Anne-Bine; Grońska-Pęski, Marta; Shoag, Jonathan E.; Evrony, Gilad D.; Parsons, Heather A.; Mayer, Erica L.; Makrigiorgos, G. Mike; Golub, Todd R.; Adalsteinsson, Viktor A.",2023,Nature Genetics,Semantic Scholar,String A,10.1038/s41588-023-01376-0,https://www.nature.com/articles/s41588-023-01376-0
SS217,Spotting Code Mutation for Predictive Mutation Testing,"Zhao, Yifan; Chen, Yizhou; Sun, Zeyu; Liang, Qingyuan; Wang, Guoqing; Hao, Dan",2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,Semantic Scholar,String A,10.1145/3691620.3695491,https://dl.acm.org/doi/10.1145/3691620.3695491
SS218,Static and Dynamic Comparison of Mutation Testing Tools for Python,"Guerino, Lucca Renato; Kuroishi, Pedro Henrique; Paiva, Ana Cristina Ramada; Vincenzi, Auri Marcelo Rizzo",2024,Proceedings of the XXIII Brazilian Symposium on Software Quality,Semantic Scholar,String A,10.1145/3701625.3701659,https://dl.acm.org/doi/10.1145/3701625.3701659
SS219,STRUT: Structured Seed Case Guided Unit Test Generation for C Programs using LLMs,"Liu, Jinwei; Li, Chao; Chen, Rui; Li, Shaofeng; Gu, Bin; Yang, Mengfei",2025,Proceedings of the ACM on Software Engineering,Semantic Scholar,String A,10.1145/3728970,https://dl.acm.org/doi/10.1145/3728970
SS220,Syntactic Versus Semantic Similarity of Artificial and Real Faults in Mutation Testing Studies,"Ojdanic, Milos; Garg, Aayush; Khanfir, Ahmed; Degiovanni, Renzo; Papadakis, Mike; Le Traon, Yves",2023,IEEE Transactions on Software Engineering,Semantic Scholar,String A,10.1109/TSE.2023.3277564,https://ieeexplore.ieee.org/document/10136793/
SS221,Syntax Is All You Need: A Universal-Language Approach to Mutant Generation,"Deb, Sourav; Jain, Kush; Van Tonder, Rijnard; Le Goues, Claire; Groce, Alex",2024,Proceedings of the ACM on Software Engineering,Semantic Scholar,String A,10.1145/3643756,https://dl.acm.org/doi/10.1145/3643756
SS222,Syntax-Aware Mutation for Testing the Solidity Compiler,"Mitropoulos, Charalambos; Sotiropoulos, Thodoris; Ioannidis, Sotiris; Mitropoulos, Dimitris",2024,,Semantic Scholar,String A,10.1007/978-3-031-51479-1_17,https://link.springer.com/10.1007/978-3-031-51479-1_17
SS223,"Systematic Review, Meta-Analysis and Radiomics Quality Score Assessment of CT Radiomics-Based Models Predicting Tumor EGFR Mutation Status in Patients with Non-Small-Cell Lung Cancer","Felfli, Mehdi; Liu, Yan; Zerka, Fadila; Voyton, Charles; Thinnes, Alexandre; Jacques, Sebastien; Iannessi, Antoine; Bodard, Sylvain",2023,International Journal of Molecular Sciences,Semantic Scholar,String A,10.3390/ijms241411433,https://www.mdpi.com/1422-0067/24/14/11433
SS224,SyzDirect: Directed Greybox Fuzzing for Linux Kernel,"Tan, Xin; Zhang, Yuan; Lu, Jiadong; Xiong, Xin; Liu, Zhuang; Yang, Min",2023,Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,Semantic Scholar,String A,10.1145/3576915.3623146,https://dl.acm.org/doi/10.1145/3576915.3623146
SS225,TAM-Eval: Evaluating LLMs for Automated Unit Test Maintenance,"Bruches, Elena; Alperovich, Vadim; Baturova, Dari; Derunets, Roman; Grebenkin, Daniil; Mkrtchyan, Georgy; Sedukhin, Oleg; Klementev, Mikhail; Bondarenko, Ivan; Bushkov, Nikolay; Moiseev, Stanislav",2026,"2026 IEEE International Conference on Software Analysis, Evolution and Reengineering - Companion (SANER-C)",Semantic Scholar,String A,10.1109/SANER-C67878.2026.00057,https://ieeexplore.ieee.org/document/11500203/
SS226,Test code refactoring unveiled: where and how does it affect test code quality and effectiveness?,"Martins, Luana; Pontillo, Valeria; Costa, Heitor; Ferrucci, Filomena; Palomba, Fabio; Machado, Ivan",2025,Empirical Software Engineering,Semantic Scholar,String A,10.1007/s10664-024-10577-y,https://link.springer.com/10.1007/s10664-024-10577-y
SS227,Test Generation for Mutation Testing by Symbolic Execution,"Su, Rui; Zhang, Zhiyi; Zhou, Yuqian; Yao, Yongming",2023,"2023 IEEE 23rd International Conference on Software Quality, Reliability, and Security Companion (QRS-C)",Semantic Scholar,String A,10.1109/QRS-C60940.2023.00098,https://ieeexplore.ieee.org/document/10430005/
SS228,Test Input Prioritization for Machine Learning Classifiers,"Dang, Xueqi; Li, Yinghua; Papadakis, Mike; Klein, Jacques; Bissyandé, Tegawendé F.; Traon, Yves Le",2024,IEEE Transactions on Software Engineering,Semantic Scholar,String A,10.1109/TSE.2024.3350019,https://ieeexplore.ieee.org/document/10382258/
SS229,Test suite assessment of safety-critical systems using safety tactics and fault-based mutation testing,"Gurbuz, Havva Gulay; Tekinerdogan, Bedir; Catal, Cagatay; Er, Nagehan Pala",2024,Cluster Computing,Semantic Scholar,String A,10.1007/s10586-023-04229-x,https://link.springer.com/10.1007/s10586-023-04229-x
SS230,Test vs Mutant: Adversarial LLM Agents for Robust Unit Test Generation,"Chang, Pengyu; Fang, Yixiong; Chen, Silin; Shi, Yuling; Shen, Beijun; Gu, Xiaodong",2026,,Semantic Scholar,String A,10.48550/ARXIV.2602.08146,https://arxiv.org/abs/2602.08146
SS231,"Test Wars: A Comparative Study of SBST, Symbolic Execution, and LLM-Based Approaches to Unit Test Generation","Abdullin, Azat; Derakhshanfar, Pouria; Panichella, Annibale",2025,"2025 IEEE Conference on Software Testing, Verification and Validation (ICST)",Semantic Scholar,String A,10.1109/ICST62969.2025.10989033,https://ieeexplore.ieee.org/document/10989033/
SS232,"TestForge: Feedback-Driven, Agentic Test Suite Generation","Jain, Kush; Goues, Claire Le",2025,,Semantic Scholar,String A,10.48550/ARXIV.2503.14713,https://arxiv.org/abs/2503.14713
SS233,Testing and Debugging Quantum Programs: The Road to 2030,"Leite Ramalho, Neilson Carlos; Amario De Souza, Higor; Lordello Chaim, Marcos",2025,ACM Transactions on Software Engineering and Methodology,Semantic Scholar,String A,10.1145/3715106,https://dl.acm.org/doi/10.1145/3715106
SS234,Testing Database Engines via Query Plan Guidance,"Ba, Jinsheng; Rigger, Manuel",2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),Semantic Scholar,String A,10.1109/ICSE48619.2023.00174,https://ieeexplore.ieee.org/document/10172874/
SS235,Testing the Limits: Unusual Text Inputs Generation for Mobile App Crash Detection with Large Language Model,"Liu, Zhe; Chen, Chunyang; Wang, Junjie; Chen, Mengzhuo; Wu, Boyu; Tian, Zhilin; Huang, Yuekai; Hu, Jun; Wang, Qing",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,Semantic Scholar,String A,10.1145/3597503.3639118,https://dl.acm.org/doi/10.1145/3597503.3639118
SS236,The Clinical Utility of FLT3 Mutation Testing in Acute Leukemia: A Canadian Consensus,"Bergeron, Julie; Capo-Chichi, Jose-Mario; Tsui, Hubert; Mahe, Etienne; Berardi, Philip; Minden, Mark D.; Brandwein, Joseph M.; Schuh, Andre C.",2023,Current Oncology,Semantic Scholar,String A,10.3390/curroncol30120759,https://www.mdpi.com/1718-7729/30/12/759
SS237,The Effects of National Insurance Coverage Expansion and Genetic Counseling’s Role on BRCA1/2 Mutation Tests in Breast Cancer Patients,"Jang, Sung Yoon; Kwak, Youngji; Choi, Joon Young; Shin, Dong Seung; Lee, Hyunjun; Kim, Mina; Jung, Boo Yeon; Chae, Byung Joo; Yu, Jonghan; Lee, Jeong Eon; Kim, Seok Won; Nam, Seok Jin; Ryu, Jai Min",2024,Cancers,Semantic Scholar,String A,10.3390/cancers16101865,https://www.mdpi.com/2072-6694/16/10/1865
SS238,To Kill a Mutant: An Empirical Study of Mutation Testing Kills,"Du, Hang; Palepu, Vijay Krishna; Jones, James A.",2023,Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis,Semantic Scholar,String A,10.1145/3597926.3598090,https://dl.acm.org/doi/10.1145/3597926.3598090
SS239,Toward granular search-based automatic unit test case generation,"Pecorelli, Fabiano; Grano, Giovanni; Palomba, Fabio; Gall, Harald C.; De Lucia, Andrea",2024,Empirical Software Engineering,Semantic Scholar,String A,10.1007/s10664-024-10451-x,https://link.springer.com/10.1007/s10664-024-10451-x
SS240,Towards Benchmarking the Coverage of Automated Testing Tools in Android against Manual Testing,"Thung, Ferdian; Irsan, Ivana Clairine; Liu, Jiakun; Lo, David",2024,Proceedings of the IEEE/ACM 11th International Conference on Mobile Software Engineering and Systems,Semantic Scholar,String A,10.1145/3647632.3651394,https://dl.acm.org/doi/10.1145/3647632.3651394
SS241,Towards Better Code Reviews: Using Mutation Testing to Improve Reviewer Attention,"Mukhtarov, Ziya; Abdul, Mannan; Raupova, Mokhlaroyim; Baghirov, Javid; Tanveer, Osama; Altunel, Haluk; Tüzün, Eray",2023,2023 IEEE/ACM International Conference on Software and System Processes (ICSSP),Semantic Scholar,String A,10.1109/ICSSP59042.2023.00020,https://ieeexplore.ieee.org/document/10169070/
