id,title,authors,year,venue,database,search_string,doi,url,source,type,openalex_id,v1_decision,v1_reason,reviewer,v2_decision,v2_reason
GS161,Experimental evaluation of LLMs for Test Generation,"T Costa, A Ghandour, M Soltys, N Volosnikov…",2025,Actes des journées …,Google Scholar,String A,,https://hal.science/hal-05106227/document#page=90,hal.science,PDF,,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS163,Test Intention Guided LLM-Based Unit Test Generation,"Z Nan, Z Guo, K Liu, X Xia",2025,2025 IEEE/ACM 47th International …,Google Scholar,String A,10.1109/icse55347.2025.00243,https://ieeexplore.ieee.org/abstract/document/11029762/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W4411552855,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,INCLUDE,Included after V2 because the paper is a primary LLM-based unit test generation/evaluation study and provides extractable numeric evidence for the evidence table.
GS166,UTFix: Change Aware Unit Test Repairing using LLM,"S Rahman, S Kuhar, B Cirisci, P Garg, S Wang…",2025,Proceedings of the …,Google Scholar,String A,10.1145/3720419,https://dl.acm.org/doi/abs/10.1145/3720419,dl.acm.org,ARTICLE,https://openalex.org/W4409311382,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS167,PALM: Path-aware LLM-based Test Generation with Comprehension,"Y Wu, X Zhou, A Humayun, MA Gulzar, M Kim",2026,ArXiv.org,Google Scholar,String A,10.48550/arxiv.2506.19287,https://camps.aptaracorp.com/ACM_PMS/PMS/ACM/ICPC26/9/ab647340-061d-11f1-aa9c-16ffd757ba29/OUT/icpc26-9.pdf,camps.aptaracorp.com,PDF,https://openalex.org/W4414683764,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS169,"Systematic Mapping of Empirical Research on LLM-based Test Generation: Research Gaps, Methodologies, and Emerging Trends","J Marques Prates, BOC Jimez, SM Melo…",2025,"… , and Emerging Trends",Google Scholar,String A,10.2139/ssrn.5489582,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5489582,papers.ssrn.com,ARTICLE,https://openalex.org/W4414201696,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS181,Consistency Meets Verification: Enhancing Test Generation Quality in Large Language Models Without Ground-Truth Solutions,"H Taherkhani, A DaghighFarsoodeh…",2026,arXiv preprint arXiv …,Google Scholar,String A,,https://arxiv.org/abs/2602.10522,arxiv.org,ARTICLE,https://openalex.org/W7128745254,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS184,Augmenting software quality assurance with AI and automation using PyTest-BDD,"X Zhao, H Wang, JQ Ding, Z Hu, Q Tian…",2026,Automated Software …,Google Scholar,String A,10.1007/s10515-025-00566-w,https://link.springer.com/article/10.1007/s10515-025-00566-w,Springer,ARTICLE,https://openalex.org/W4415390180,UNSURE,IC3/IC4 possible: unit-test generation title uses AI/prompt terminology but does not explicitly name LLM; verify technique in full text.,Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS187,Static Program Analysis Guided LLM Based Unit Test Generation,"S Roy Chowdhury, G Sridhara, AK Raghavan…",2024,Proceedings of the 8th …,Google Scholar,String A,10.1145/3703323.3703742,https://dl.acm.org/doi/abs/10.1145/3703323.3703742,dl.acm.org,ARTICLE,https://openalex.org/W4411624689,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS196,LLM-based methods for the creation of unit tests in game development,"C Paduraru, A Staicu, A Stefanescu",2024,Procedia Computer Science,Google Scholar,String A,10.1016/j.procs.2024.09.473,https://www.sciencedirect.com/science/article/pii/S1877050924025158,Elsevier,ARTICLE,https://openalex.org/W4404801455,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS205,Automatic Test Generation Using Large Language Models,D Rakhmaev,,"Modern American Journal of Engineering, Technology …",Google Scholar,String A,,https://www.neliti.com/publications/670708/automatic-test-generation-using-large-language-models,neliti.com,ARTICLE,,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS206,A Three-Stage Pipeline using ReAct and Reflexion for Reliable LLM-based Java Unit Test Case Generator,"RP Ubaidillah, Y Widyani",2025,2025 IEEE International …,Google Scholar,String A,10.1109/icodse68111.2025.11351825,https://ieeexplore.ieee.org/abstract/document/11351825/,ieeexplore.ieee.org,ARTICLE,https://openalex.org/W7125916666,UNSURE,"Relevant to LLM-based unit testing, but V1 metadata is insufficient to confirm empirical metrics; keep for full-text check.",Reviewer 1,INCLUDE,Included after V2 because the paper is a primary LLM-based unit test generation/evaluation study and provides extractable numeric evidence for the evidence table.
GS209,Tracking the Moving Target: A Framework for Continuous Evaluation of LLM Test Generation in Industry,"M Azanza, B Pérez Lamancha, E Pizarro",2025,Proceedings of the 29th …,Google Scholar,String A,10.1145/3756681.3756946,https://dl.acm.org/doi/abs/10.1145/3756681.3756946,dl.acm.org,ARTICLE,https://openalex.org/W7117114040,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS210,Alchemist: LLM-driven test generation using solidity mutants and the scientific method,"M Barboni, F Lampa, A Morichetta…",2025,… on Blockchain and …,Google Scholar,String A,,https://ieeexplore.ieee.org/abstract/document/11114643/,ieeexplore.ieee.org,ARTICLE,,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS215,Automating Unit Test Generation with Large Language Models: An Integrated Empirical and Theoretical Investigation,JK Morales,2025,Research Index Library of Eijmr,Google Scholar,String A,,http://eijmr.net/index.php/rileijmr/article/view/52,eijmr.net,ARTICLE,,INCLUDE,"IC3, IC4, IC5: title/metadata indicate LLM-based unit test generation/evaluation with empirical metric or evaluation signal.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS227,Prompt Engineering Approaches to Reducing the Costs in LLM-Based Automated Test Case Generation,"S Onishi, K Kitamura, A Kohiga, T Koita",2025,World Congress in Computer …,Google Scholar,String A,10.1007/978-3-032-22205-3_18,https://link.springer.com/chapter/10.1007/978-3-032-22205-3_18,Springer,ARTICLE,https://openalex.org/W7162499343,UNSURE,"IC3/IC4 likely satisfied, but IC5 metric/evaluation evidence is not explicit in title metadata; keep for full-text check.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
GS229,A Machine Learning Approach to Enhanced Software Quality Through the Automated Creation of Unit Tests,MS Nelson,2026,,Google Scholar,String A,,https://search.proquest.com/openview/d68883d73e7052f479268914c2569c5d/1?pq-origsite=gscholar&cbl=18750&diss=y,search.proquest.com,ARTICLE,,UNSURE,"EC5 check needed: metadata is relevant enough to inspect, but source may require access verification at full-text screening.",Reviewer 1,EXCLUDE,Excluded at V2 for this RBL-1 pass because no concrete numeric result was extracted from available metadata/abstract; IC-E not confirmed without full-text table extraction.
